time,ADP,ATP,CO2,NADH,acetate,alanine,alpha_ketoglutarate,ethanol,glucose,glutamate,glycerol,host_nucleotides,host_proteins,lactate,mannan_polysaccharide,polysaccharide_lps,pyruvate,viral_capsid,viral_particle_with_spike,viral_rna,viral_spike_protein
0.0,0.0,5.881188118811881,13.684143783836513,0,0.0,0,0.0,7.802955665024632,0,0,2.4264705882352944,0.0,0.0,0.0,4.4000535188654,1.9411764705882355,0,0.0,0.0,0.0,0.0
0.1,0.0,4.522870272720504,13.547302345998148,0,0.0,0,0.0,7.724926108374385,0,0,1.1026999174496832,0.0,0.0,0.0,4.356052983676746,1.921764705882353,0,0.0,0.0,0.0,0.0
0.2,0.0,3.3354960275424346,13.411829322538166,0,0.0,0,0.0,7.647676847290641,0,0,0.0,0.0,0.0,0.0,4.312492453839979,1.9025470588235296,0,0.0,0.0,0.0,0.0
0.30000000000000004,0.0,3.3021410672670104,13.277711029312783,0,0.0,0,0.0,7.571200078817735,0,0,0.0,0.0,0.0,0.0,4.2693675293015785,1.8835215882352943,0,0.0,0.0,0.0,0.0
0.4,0.0,3.26911965659434,13.144933919019655,0,0.0,0,0.0,7.495488078029557,0,0,0.0,0.0,0.0,0.0,4.226673854008562,1.8646863723529412,0,0.0,0.0,0.0,0.0
0.5,0.0,3.236428460028397,13.01348457982946,0,0.0,0,0.0,7.420533197249261,0,0,0.0,0.0,0.0,0.0,4.184407115468477,1.8460395086294117,0,0.0,0.0,0.0,0.0
0.6000000000000001,0.0,3.2040641754281127,12.883349734031164,0,0.0,0,0.0,7.346327865276769,0,0,0.0,0.0,0.0,0.0,4.142563044313792,1.8275791135431176,0,0.0,0.0,0.0,0.0
0.7000000000000001,0.0,3.1720235336738316,12.754516236690852,0,0.0,0,0.0,7.272864586624001,0,0,0.0,0.0,0.0,0.0,4.101137413870654,1.8093033224076864,0,0.0,0.0,0.0,0.0
0.8,0.0,3.140303298337093,12.626971074323944,0,0.0,0,0.0,7.200135940757761,0,0,0.0,0.0,0.0,0.0,4.060126039731947,1.7912102891836095,0,0.0,0.0,0.0,0.0
0.9,0.0,3.1089002653537223,12.500701363580704,0,0.0,0,0.0,7.128134581350183,0,0,0.0,0.0,0.0,0.0,4.019524779334628,1.7732981862917734,0,0.0,0.0,0.0,0.0
1.0,0.0,3.0778112627001852,12.375694349944897,0,0.0,0,0.0,7.056853235536681,0,0,0.0,0.0,0.0,0.0,3.979329531541281,1.7555652044288557,0,0.0,0.0,0.0,0.0
1.1,0.0,3.0470331500731835,12.251937406445448,0,0.0,0,0.0,6.9862847031813144,0,0,0.0,0.0,0.0,0.0,3.939536236225868,1.7380095523845671,0,0.0,0.0,0.0,0.0
1.2000000000000002,0.0,3.0165628185724516,12.129418032380993,0,0.0,0,0.0,6.916421856149501,0,0,0.0,0.0,0.0,0.0,3.9001408738636094,1.7206294568607214,0,0.0,0.0,0.0,0.0
1.3,0.0,2.986397190386727,12.008123852057183,0,0.0,0,0.0,6.847257637588006,0,0,0.0,0.0,0.0,0.0,3.8611394651249733,1.703423162292114,0,0.0,0.0,0.0,0.0
1.4000000000000001,0.0,2.9565332184828597,11.888042613536612,0,0.0,0,0.0,6.778785061212126,0,0,0.0,0.0,0.0,0.0,3.8225280704737234,1.686388930669193,0,0.0,0.0,0.0,0.0
