time,ADP,ATP,CO2,NADH,acetate,alanine,alpha_ketoglutarate,ethanol,glucose,glutamate,glycerol,host_nucleotides,host_proteins,lactate,mannan_polysaccharide,polysaccharide_lps,pyruvate,viral_capsid,viral_particle_with_spike,viral_rna,viral_spike_protein
0.0,0.0,5.881188118811881,13.684143783836513,0,0,0,0.0,7.802955665024632,0.2887496978804979,0,2.4264705882352944,0.0,0.0,0.0,1.4594594594594594,1.9411764705882355,0,0.0,0.0,0.0,0.0
0.1,3.563650761023866,5.76803343698973,20.94093944565784,3.563650761023866,0,0,0.0,11.609255247644244,0,0,3.439818681971518,0.0,0.0,0.0,2.1161658498600255,2.7518549455772146,3.563650761023866,0.0,0.0,0.0,0.0
0.2,3.5280142534136276,5.710353102619832,20.73153005120126,4.612990783066205,4.686957527979913,0,0.0,11.4931626951678,0,0,3.405420495151803,0.0,0.0,3.6019809983273343,2.0950041913614252,2.7243363961214424,0,0.0,0.0,0.0,0.0
0.30000000000000004,3.4927341108794914,5.6532495715936335,20.52421475068925,4.566860875235543,4.640087952700114,0,0.0,11.378231068216122,0,0,3.3713662902002848,0.0,0.0,3.565961188344061,2.074054149447811,2.697093032160228,0,0.0,0.0,0.0,0.0
0.4,3.4578067697706962,5.596717075877697,20.318972603182356,4.521192266483188,4.593687073173113,0,0.0,11.26444875753396,0,0,3.337652627298282,0.0,0.0,3.5303015764606203,2.0533136079533327,2.6701221018386256,0,0.0,0.0,0.0,0.0
0.5,3.4232287020729895,5.54074990511892,20.115782877150533,4.475980343818356,4.547750202441382,0,0.0,11.151804269958621,0,0,3.304276101025299,0.0,0.0,3.494998560696014,2.0327804718737994,2.6434208808202393,0,0.0,0.0,0.0,0.0
0.6000000000000001,3.3889964150522593,5.485342406067731,19.914625048379026,4.431220540380172,4.502272700416968,0,0.0,11.040286227259035,0,0,3.271233340015046,0.0,0.0,3.4600485750890537,2.0124526671550615,2.616986672012037,0,0.0,0.0,0.0,0.0
0.7000000000000001,3.3551064509017365,5.430488982007053,19.715478797895237,4.38690833497637,4.4572499734127975,0,0.0,10.929883364986445,0,0,3.2385210066148953,0.0,0.0,3.4254480893381634,1.992328140483511,2.5908168052919165,0,0.0,0.0,0.0,0.0
0.8,3.321555386392719,5.376184092186983,19.518324009916284,4.343039251626607,4.412677473678669,0,0.0,10.82058453133658,0,0,3.2061357965487463,0.0,0.0,3.3911936084447816,1.9724048590786758,2.564908637238997,0,0.0,0.0,0.0,0.0
0.9,3.288339832528792,5.322422251265113,19.323140769817122,4.29960885911034,4.368550698941882,0,0.0,10.712378686023214,0,0,3.1740744385832587,0.0,0.0,3.3572816723603336,1.952680810487889,2.539259550866607,0,0.0,0.0,0.0,0.0
1.0,3.255456434203504,5.269198028752462,19.12990936211895,4.2566127705192365,4.324865191952464,0,0.0,10.605254899162983,0,0,3.142333694197426,0.0,0.0,3.3237088556367302,1.93315400238301,2.513866955357941,0,0.0,0.0,0.0,0.0
1.1,3.222901869861469,5.216506048464938,18.93861026849776,4.214046642814044,4.281616540032939,0,0.0,10.499202350171354,0,0,3.110910357255452,0.0,0.0,3.290471767080363,1.91382246235918,2.4887282858043616,0,0.0,0.0,0.0,0.0
1.2000000000000002,3.190672851162854,5.164340987980288,18.749224165812784,4.171906176385904,4.23880037463261,0,0.0,10.39421032666964,0,0,3.0798012536828976,0.0,0.0,3.2575670494095594,1.8946842377355881,2.463841002946318,0,0.0,0.0,0.0,0.0
