combination,molecule_id,score,final_concentration,rank_metric
lactobacillus + faecalibacterium,ATP,29.5,0.5324472398157902,15.707193574565812
bifidobacterium + staphylococcus,ATP,29.5,0.5324472398157902,15.707193574565812
yeast + bordetella,ADP,48.0,0.3258903124661331,15.642734998374388
yeast + helicobacter,ADP,48.0,0.3258903124661331,15.642734998374388
yeast + staphylococcus,ADP,48.0,0.3258903124661331,15.642734998374388
yeast + mycobacterium,ADP,48.0,0.3258903124661331,15.642734998374388
yeast + vibrio,ADP,48.0,0.3258903124661331,15.642734998374388
yeast + legionella,ADP,48.0,0.3258903124661331,15.642734998374388
yeast + enterococcus,ADP,48.0,0.3258903124661331,15.642734998374388
yeast + salmonella,ADP,48.0,0.3258903124661331,15.642734998374388
ecoli + yeast,ADP,48.0,0.3258903124661331,15.642734998374388
yeast + bacteroides,ADP,48.0,0.3258903124661331,15.642734998374388
yeast + bacillus,ADP,48.0,0.3258903124661331,15.642734998374388
yeast + faecalibacterium,ADP,48.0,0.3258903124661331,15.642734998374388
yeast + clostridium,ADP,48.0,0.3258903124661331,15.642734998374388
yeast + faecalibacterium,ATP,29.5,0.5274776753251822,15.560591422092875
yeast + bacteroides,ATP,29.5,0.5274776753251822,15.560591422092875
yeast + clostridium,ATP,29.5,0.5274776753251822,15.560591422092875
yeast + helicobacter,ATP,29.5,0.5274776753251822,15.560591422092875
yeast + vibrio,ATP,29.5,0.5274776753251822,15.560591422092875
ecoli + yeast,ATP,29.5,0.5274776753251822,15.560591422092875
yeast + bordetella,ATP,29.5,0.5274776753251822,15.560591422092875
yeast + enterococcus,ATP,29.5,0.5274776753251822,15.560591422092875
yeast + salmonella,ATP,29.5,0.5274776753251822,15.560591422092875
yeast + staphylococcus,ATP,29.5,0.5274776753251822,15.560591422092875
yeast + mycobacterium,ATP,29.5,0.5274776753251822,15.560591422092875
yeast + legionella,ATP,29.5,0.5274776753251822,15.560591422092875
yeast + bifidobacterium,mannan_polysaccharide,70.5,0.2099625450514728,14.802359426128833
flu_virus + bifidobacterium,mannan_polysaccharide,70.5,0.2099625450514728,14.802359426128833
ecoli + yeast,mannan_polysaccharide,70.5,0.1935200714906488,13.64316504009074
yeast + mycobacterium,mannan_polysaccharide,70.5,0.1935200714906488,13.64316504009074
yeast + salmonella,mannan_polysaccharide,70.5,0.1935200714906488,13.64316504009074
yeast + bacteroides,mannan_polysaccharide,70.5,0.1935200714906488,13.64316504009074
yeast + legionella,mannan_polysaccharide,70.5,0.1935200714906488,13.64316504009074
yeast + vibrio,mannan_polysaccharide,70.5,0.1935200714906488,13.64316504009074
yeast + bordetella,mannan_polysaccharide,70.5,0.1935200714906488,13.64316504009074
yeast + helicobacter,mannan_polysaccharide,70.5,0.1935200714906488,13.64316504009074
yeast + faecalibacterium,mannan_polysaccharide,70.5,0.1935200714906488,13.64316504009074
yeast + staphylococcus,mannan_polysaccharide,70.5,0.1935200714906488,13.64316504009074
yeast + enterococcus,mannan_polysaccharide,70.5,0.1935200714906488,13.64316504009074
yeast + clostridium,mannan_polysaccharide,70.5,0.1935200714906488,13.64316504009074
yeast + bacillus,mannan_polysaccharide,70.5,0.1935200714906488,13.64316504009074
lactobacillus + faecalibacterium,polysaccharide_lps,73.5,0.1757423896124013,12.917065636511495
bifidobacterium + helicobacter,polysaccharide_lps,73.5,0.1757423896124013,12.917065636511495
lactobacillus + clostridium,polysaccharide_lps,73.5,0.1757423896124013,12.917065636511495
bifidobacterium + legionella,polysaccharide_lps,73.5,0.1757423896124013,12.917065636511495
lactobacillus + mycobacterium,polysaccharide_lps,73.5,0.1757423896124013,12.917065636511495
lactobacillus + klebsiella,polysaccharide_lps,73.5,0.1757423896124013,12.917065636511495
lactobacillus + pseudomonas,polysaccharide_lps,73.5,0.1757423896124013,12.917065636511495
lactobacillus + staphylococcus,polysaccharide_lps,73.5,0.1757423896124013,12.917065636511495
lactobacillus + enterococcus,polysaccharide_lps,73.5,0.1757423896124013,12.917065636511495
bifidobacterium + staphylococcus,polysaccharide_lps,73.5,0.1757423896124013,12.917065636511495
bacillus + lactobacillus,polysaccharide_lps,73.5,0.1757423896124013,12.917065636511495
lactobacillus + bacteroides,polysaccharide_lps,73.5,0.1757423896124013,12.917065636511495
salmonella + bifidobacterium,polysaccharide_lps,73.5,0.1757423896124013,12.917065636511495
salmonella + lactobacillus,polysaccharide_lps,73.5,0.1757423896124013,12.917065636511495
bacillus + bifidobacterium,polysaccharide_lps,73.5,0.1757423896124013,12.917065636511495
bifidobacterium + vibrio,polysaccharide_lps,73.5,0.1757423896124013,12.917065636511495
ecoli + bifidobacterium,polysaccharide_lps,73.5,0.1757423896124013,12.917065636511495
ecoli + lactobacillus,polysaccharide_lps,73.5,0.1757423896124013,12.917065636511495
yeast + klebsiella,polysaccharide_lps,73.5,0.1757423896124013,12.917065636511495
yeast + pseudomonas,polysaccharide_lps,73.5,0.1757423896124013,12.917065636511495
yeast + streptococcus,polysaccharide_lps,73.5,0.1757423896124013,12.917065636511495
lactobacillus + bordetella,polysaccharide_lps,73.5,0.1757423896124013,12.917065636511495
lactobacillus + streptococcus,polysaccharide_lps,73.5,0.1757423896124013,12.917065636511495
bifidobacterium + faecalibacterium,polysaccharide_lps,73.5,0.1757423896124013,12.917065636511495
bifidobacterium + mycobacterium,polysaccharide_lps,73.5,0.1757423896124013,12.917065636511495
lactobacillus + legionella,polysaccharide_lps,73.5,0.1757423896124013,12.917065636511495
lactobacillus + helicobacter,polysaccharide_lps,73.5,0.1757423896124013,12.917065636511495
bifidobacterium + streptococcus,polysaccharide_lps,73.5,0.1757423896124013,12.917065636511495
bifidobacterium + klebsiella,polysaccharide_lps,73.5,0.1757423896124013,12.917065636511495
bifidobacterium + clostridium,polysaccharide_lps,73.5,0.1757423896124013,12.917065636511495
bifidobacterium + pseudomonas,polysaccharide_lps,73.5,0.1757423896124013,12.917065636511495
bifidobacterium + bordetella,polysaccharide_lps,73.5,0.1757423896124013,12.917065636511495
lactobacillus + vibrio,polysaccharide_lps,73.5,0.1757423896124013,12.917065636511495
bifidobacterium + enterococcus,polysaccharide_lps,73.5,0.1757423896124013,12.917065636511495
bacteroides + bifidobacterium,polysaccharide_lps,73.5,0.1757423896124013,12.917065636511495
yeast + flu_virus,glycerol,29.8,0.4115883580514283,12.265333069932563
yeast + bifidobacterium,glycerol,29.8,0.3419420298599322,10.18987248982598
flu_virus + bifidobacterium,glycerol,29.8,0.3419420298599322,10.18987248982598
yeast + vibrio,glycerol,29.8,0.3145660616789693,9.374068638033284
yeast + bacteroides,glycerol,29.8,0.3145660616789693,9.374068638033284
yeast + legionella,glycerol,29.8,0.3145660616789693,9.374068638033284
yeast + helicobacter,glycerol,29.8,0.3145660616789693,9.374068638033284
yeast + salmonella,glycerol,29.8,0.3145660616789693,9.374068638033284
yeast + bordetella,glycerol,29.8,0.3145660616789693,9.374068638033284
yeast + mycobacterium,glycerol,29.8,0.3145660616789693,9.374068638033284
yeast + faecalibacterium,glycerol,29.8,0.3145660616789693,9.374068638033284
yeast + clostridium,glycerol,29.8,0.3145660616789693,9.374068638033284
ecoli + yeast,glycerol,29.8,0.3145660616789693,9.374068638033284
yeast + enterococcus,glycerol,29.8,0.3145660616789693,9.374068638033284
bifidobacterium + klebsiella,mannan_polysaccharide,70.5,0.1321306418216088,9.315210248423421
bifidobacterium + clostridium,mannan_polysaccharide,70.5,0.1321306418216088,9.315210248423421
bifidobacterium + vibrio,mannan_polysaccharide,70.5,0.1321306418216088,9.315210248423421
bifidobacterium + faecalibacterium,mannan_polysaccharide,70.5,0.1321306418216088,9.315210248423421
yeast + streptococcus,mannan_polysaccharide,70.5,0.1321306418216088,9.315210248423421
ecoli + bifidobacterium,mannan_polysaccharide,70.5,0.1321306418216088,9.315210248423421
bifidobacterium + streptococcus,mannan_polysaccharide,70.5,0.1321306418216088,9.315210248423421
bifidobacterium + enterococcus,mannan_polysaccharide,70.5,0.1321306418216088,9.315210248423421
bifidobacterium + pseudomonas,mannan_polysaccharide,70.5,0.1321306418216088,9.315210248423421
yeast + pseudomonas,mannan_polysaccharide,70.5,0.1321306418216088,9.315210248423421
yeast + klebsiella,mannan_polysaccharide,70.5,0.1321306418216088,9.315210248423421
bacillus + bifidobacterium,mannan_polysaccharide,70.5,0.1321306418216088,9.315210248423421
bifidobacterium + staphylococcus,mannan_polysaccharide,70.5,0.1321306418216088,9.315210248423421
bifidobacterium + bordetella,mannan_polysaccharide,70.5,0.1321306418216088,9.315210248423421
salmonella + bifidobacterium,mannan_polysaccharide,70.5,0.1321306418216088,9.315210248423421
bacteroides + bifidobacterium,mannan_polysaccharide,70.5,0.1321306418216088,9.315210248423421
bifidobacterium + legionella,mannan_polysaccharide,70.5,0.1321306418216088,9.315210248423421
bifidobacterium + mycobacterium,mannan_polysaccharide,70.5,0.1321306418216088,9.315210248423421
bifidobacterium + helicobacter,mannan_polysaccharide,70.5,0.1321306418216088,9.315210248423421
bacillus + lactobacillus,ATP,29.5,0.308106987264461,9.0891561243016
bacillus + bifidobacterium,ATP,29.5,0.308106987264461,9.0891561243016
yeast + streptococcus,glycerol,29.8,0.2196779870155018,6.546404013061954
bifidobacterium + bordetella,glycerol,29.8,0.2196779870155018,6.546404013061954
lactobacillus + faecalibacterium,glycerol,29.8,0.2196779870155018,6.546404013061954
bifidobacterium + legionella,glycerol,29.8,0.2196779870155018,6.546404013061954
lactobacillus + mycobacterium,glycerol,29.8,0.2196779870155018,6.546404013061954
bifidobacterium + vibrio,glycerol,29.8,0.2196779870155018,6.546404013061954
yeast + pseudomonas,glycerol,29.8,0.2196779870155018,6.546404013061954
lactobacillus + klebsiella,glycerol,29.8,0.2196779870155018,6.546404013061954
bifidobacterium + enterococcus,glycerol,29.8,0.2196779870155018,6.546404013061954
bifidobacterium + streptococcus,glycerol,29.8,0.2196779870155018,6.546404013061954
ecoli + lactobacillus,glycerol,29.8,0.2196779870155018,6.546404013061954
yeast + klebsiella,glycerol,29.8,0.2196779870155018,6.546404013061954
lactobacillus + helicobacter,glycerol,29.8,0.2196779870155018,6.546404013061954
lactobacillus + vibrio,glycerol,29.8,0.2196779870155018,6.546404013061954
bifidobacterium + helicobacter,glycerol,29.8,0.2196779870155018,6.546404013061954
lactobacillus + enterococcus,glycerol,29.8,0.2196779870155018,6.546404013061954
lactobacillus + pseudomonas,glycerol,29.8,0.2196779870155018,6.546404013061954
bifidobacterium + mycobacterium,glycerol,29.8,0.2196779870155018,6.546404013061954
bacteroides + bifidobacterium,glycerol,29.8,0.2196779870155018,6.546404013061954
yeast + lactobacillus,glycerol,29.8,0.2196779870155018,6.546404013061954
salmonella + lactobacillus,glycerol,29.8,0.2196779870155018,6.546404013061954
bifidobacterium + klebsiella,glycerol,29.8,0.2196779870155018,6.546404013061954
ecoli + bifidobacterium,glycerol,29.8,0.2196779870155018,6.546404013061954
bifidobacterium + faecalibacterium,glycerol,29.8,0.2196779870155018,6.546404013061954
salmonella + bifidobacterium,glycerol,29.8,0.2196779870155018,6.546404013061954
flu_virus + lactobacillus,glycerol,29.8,0.2196779870155018,6.546404013061954
lactobacillus + bacteroides,glycerol,29.8,0.2196779870155018,6.546404013061954
lactobacillus + bifidobacterium,glycerol,29.8,0.2196779870155018,6.546404013061954
bifidobacterium + clostridium,glycerol,29.8,0.2196779870155018,6.546404013061954
lactobacillus + clostridium,glycerol,29.8,0.2196779870155018,6.546404013061954
lactobacillus + streptococcus,glycerol,29.8,0.2196779870155018,6.546404013061954
lactobacillus + legionella,glycerol,29.8,0.2196779870155018,6.546404013061954
bifidobacterium + pseudomonas,glycerol,29.8,0.2196779870155018,6.546404013061954
lactobacillus + bordetella,glycerol,29.8,0.2196779870155018,6.546404013061954
yeast + bacillus,ATP,29.5,0.1918562968745751,5.659760757799965
